reward 15,reward 1,reward 13,reward 22,reward 11,reward 26,reward 5,StepNum,reward 19,reward 0,reward 27,reward 2,reward 3,reward 23,reward 20,reward 14,reward 12,reward 16,reward 9,reward 18,reward 10,reward 6,reward 25,reward 4,reward 17,reward 21,reward 29,reward 24,reward 8,reward 28,reward 7
640.9933432223954,673.4160884611574,644.2446953028885,635.0690716367727,647.6776462363587,631.1883053120481,659.1677055831358,108000,637.2103872277547,674.9586277374362,631.136804387826,670.1483074986081,664.2274193668964,634.7463185181882,636.7271774720641,641.0382350315014,647.6035511482017,639.4803994233371,652.8115897202329,637.8723332962148,648.2433111058588,658.8061221645444,634.1447390885603,659.3132965683687,638.7437505659465,635.6271509418938,630.7785740116523,634.3366808386625,654.7878353156469,630.7795298870535,654.8117249334259
641.0382350315014,674.9586277374362,647.6035511482017,635.6271509418938,648.2433111058588,634.1447390885603,659.3132965683687,109000,637.8723332962148,681.5237807830476,631.1883053120481,673.4160884611574,670.1483074986081,635.0690716367727,637.2103872277547,644.2446953028885,647.6776462363587,640.9933432223954,654.7878353156469,638.7437505659465,652.8115897202329,659.1677055831358,634.3366808386625,664.2274193668964,639.4803994233371,636.7271774720641,630.7795298870535,634.7463185181882,654.8117249334259,631.136804387826,658.8061221645444
644.2446953028885,674.9586277374362,647.6776462363587,636.7271774720641,649.0113004189157,634.3366808386625,659.3132965683687,110000,638.7437505659465,681.5237807830476,634.1447390885603,673.4160884611574,670.1483074986081,635.6271509418938,637.8723332962148,647.6035511482017,648.2433111058588,641.0382350315014,654.7878353156469,639.4803994233371,652.8115897202329,659.1677055831358,634.7463185181882,664.2274193668964,640.9933432223954,637.2103872277547,631.136804387826,635.0690716367727,654.8117249334259,631.1883053120481,658.8061221645444
647.6035511482017,674.9586277374362,648.2433111058588,637.2103872277547,652.8115897202329,634.7463185181882,664.2274193668964,111000,639.4803994233371,681.5237807830476,634.3366808386625,673.4160884611574,670.1483074986081,636.7271774720641,638.7437505659465,647.6776462363587,649.0113004189157,644.2446953028885,654.8117249334259,640.9933432223954,654.7878353156469,659.3132965683687,635.0690716367727,664.2865411258326,641.0382350315014,637.8723332962148,631.1883053120481,635.6271509418938,658.8061221645444,634.1447390885603,659.1677055831358
647.6776462363587,674.9586277374362,649.0113004189157,637.8723332962148,652.8115897202329,635.0690716367727,664.2274193668964,112000,640.9933432223954,681.5237807830476,634.7463185181882,673.4160884611574,670.1483074986081,637.2103872277547,639.4803994233371,648.2433111058588,649.701356401483,647.6035511482017,654.8117249334259,641.0382350315014,654.7878353156469,659.3132965683687,635.6271509418938,664.2865411258326,644.2446953028885,638.7437505659465,634.1447390885603,636.7271774720641,658.8061221645444,634.3366808386625,659.1677055831358
648.2433111058588,674.9586277374362,649.701356401483,638.7437505659465,654.7878353156469,635.6271509418938,664.2865411258326,113000,641.0382350315014,681.5237807830476,635.0690716367727,673.4160884611574,670.6836037044992,637.8723332962148,640.9933432223954,649.0113004189157,652.8115897202329,647.6776462363587,658.8061221645444,644.2446953028885,654.8117249334259,664.2274193668964,636.7271774720641,670.1483074986081,647.6035511482017,639.4803994233371,634.3366808386625,637.2103872277547,659.1677055831358,634.7463185181882,659.3132965683687
649.0113004189157,681.5237807830476,652.8115897202329,639.4803994233371,654.8117249334259,636.7271774720641,670.1483074986081,114000,644.2446953028885,685.4163838833013,635.6271509418938,674.9586277374362,673.4160884611574,638.7437505659465,641.0382350315014,649.701356401483,654.7878353156469,648.2433111058588,659.1677055831358,647.6035511482017,658.8061221645444,664.2865411258326,637.2103872277547,670.6836037044992,647.6776462363587,640.9933432223954,634.7463185181882,637.8723332962148,659.3132965683687,635.0690716367727,664.2274193668964
649.0113004189157,681.5237807830476,652.8115897202329,639.4803994233371,654.8117249334259,636.7271774720641,670.1483074986081,115000,644.2446953028885,685.4163838833013,635.6271509418938,674.9586277374362,673.4160884611574,638.7437505659465,641.0382350315014,649.701356401483,654.7878353156469,648.2433111058588,659.1677055831358,647.6035511482017,658.8061221645444,664.2865411258326,637.2103872277547,670.6836037044992,647.6776462363587,640.9933432223954,634.7463185181882,637.8723332962148,659.3132965683687,635.0690716367727,664.2274193668964
649.701356401483,685.4163838833013,654.7878353156469,640.9933432223954,658.8061221645444,637.2103872277547,670.6836037044992,116000,647.6035511482017,685.8651744288768,636.7271774720641,681.5237807830476,674.9586277374362,639.4803994233371,644.2446953028885,652.8115897202329,654.8117249334259,649.0113004189157,659.3132965683687,647.6776462363587,659.1677055831358,670.1483074986081,637.8723332962148,673.4160884611574,648.2433111058588,641.0382350315014,635.0690716367727,638.7437505659465,664.2274193668964,635.6271509418938,664.2865411258326
649.701356401483,685.4163838833013,654.7878353156469,640.9933432223954,658.8061221645444,637.2103872277547,670.6836037044992,117000,647.6035511482017,685.8651744288768,636.7271774720641,681.5237807830476,674.9586277374362,639.4803994233371,644.2446953028885,652.8115897202329,654.8117249334259,649.0113004189157,659.3132965683687,647.6776462363587,659.1677055831358,670.1483074986081,637.8723332962148,673.4160884611574,648.2433111058588,641.0382350315014,635.0690716367727,638.7437505659465,664.2274193668964,635.6271509418938,664.2865411258326
649.701356401483,685.4163838833013,654.7878353156469,641.0382350315014,658.8061221645444,637.8723332962148,670.6836037044992,118000,647.6035511482017,685.8651744288768,637.2103872277547,681.5237807830476,674.9586277374362,640.9933432223954,646.1054240053511,652.8115897202329,654.8117249334259,649.0113004189157,659.3132965683687,647.6776462363587,659.1677055831358,670.1483074986081,638.7437505659465,673.4160884611574,648.2433111058588,644.2446953028885,635.6271509418938,639.4803994233371,664.2274193668964,636.7271774720641,664.2865411258326
649.701356401483,685.4163838833013,654.7878353156469,641.0382350315014,658.8061221645444,637.8723332962148,670.6836037044992,119000,647.6035511482017,685.8651744288768,637.2103872277547,681.5237807830476,674.9586277374362,640.9933432223954,646.1054240053511,652.8115897202329,654.8117249334259,649.0113004189157,659.3132965683687,647.6776462363587,659.1677055831358,670.1483074986081,638.7437505659465,673.4160884611574,648.2433111058588,644.2446953028885,635.6271509418938,639.4803994233371,664.2274193668964,636.7271774720641,664.2865411258326
652.8115897202329,685.4163838833013,654.8117249334259,644.2446953028885,659.1677055831358,638.7437505659465,673.4160884611574,120000,647.6776462363587,685.8651744288768,637.8723332962148,682.071370297742,681.5237807830476,641.0382350315014,647.6035511482017,654.7878353156469,658.8061221645444,649.701356401483,664.2274193668964,648.2433111058588,659.3132965683687,670.6836037044992,639.4803994233371,674.9586277374362,649.0113004189157,646.1054240053511,636.7271774720641,640.9933432223954,664.2865411258326,637.2103872277547,670.1483074986081
652.8115897202329,685.4163838833013,654.8117249334259,644.2446953028885,659.1677055831358,638.7437505659465,673.4160884611574,121000,647.6776462363587,685.8651744288768,637.8723332962148,682.071370297742,681.5237807830476,641.0382350315014,647.6035511482017,654.7878353156469,658.8061221645444,649.701356401483,664.2274193668964,648.2433111058588,659.3132965683687,670.6836037044992,639.4803994233371,674.9586277374362,649.0113004189157,646.1054240053511,636.7271774720641,640.9933432223954,664.2865411258326,637.2103872277547,670.1483074986081
652.8115897202329,685.4163838833013,654.8117249334259,644.2446953028885,659.1677055831358,638.7437505659465,673.4160884611574,122000,647.6776462363587,685.8651744288768,637.8723332962148,682.071370297742,681.5237807830476,641.0382350315014,647.6035511482017,654.7878353156469,658.8061221645444,649.701356401483,664.2274193668964,648.2433111058588,659.3132965683687,670.6836037044992,639.4803994233371,674.9586277374362,649.0113004189157,646.1054240053511,636.7271774720641,640.9933432223954,664.2865411258326,637.2103872277547,670.1483074986081
652.8115897202329,685.4163838833013,654.8117249334259,644.2446953028885,659.1677055831358,638.7437505659465,673.4160884611574,123000,647.6776462363587,685.8651744288768,637.8723332962148,682.071370297742,681.5237807830476,641.0382350315014,647.6035511482017,654.7878353156469,658.8061221645444,649.701356401483,664.2274193668964,648.2433111058588,659.3132965683687,670.6836037044992,639.4803994233371,674.9586277374362,649.0113004189157,646.1054240053511,636.7271774720641,640.9933432223954,664.2865411258326,637.2103872277547,670.1483074986081
652.8115897202329,685.4163838833013,654.8117249334259,644.2446953028885,659.1677055831358,638.7437505659465,673.4160884611574,124000,647.6776462363587,685.8651744288768,637.8723332962148,682.071370297742,681.5237807830476,641.0382350315014,647.6035511482017,654.7878353156469,658.8061221645444,649.701356401483,664.2274193668964,648.2433111058588,659.3132965683687,670.6836037044992,639.4803994233371,674.9586277374362,649.0113004189157,646.1054240053511,636.7271774720641,640.9933432223954,664.2865411258326,637.2103872277547,670.1483074986081
652.8115897202329,685.4163838833013,654.8117249334259,646.1054240053511,659.1677055831358,639.4803994233371,673.4160884611574,125000,647.6776462363587,685.8651744288768,638.7437505659465,682.071370297742,681.5237807830476,644.2446953028885,647.6035511482017,654.7878353156469,658.8061221645444,649.701356401483,664.2274193668964,648.2433111058588,659.3132965683687,670.6836037044992,640.9933432223954,674.9586277374362,649.0113004189157,646.6746474016298,637.2103872277547,641.0382350315014,664.2865411258326,637.8723332962148,670.1483074986081
654.7878353156469,685.4163838833013,658.8061221645444,646.6746474016298,659.3132965683687,640.9933432223954,673.4160884611574,126000,648.2433111058588,685.8651744288768,639.4803994233371,682.071370297742,681.5237807830476,646.1054240053511,647.6776462363587,654.8117249334259,659.1677055831358,652.8115897202329,664.2865411258326,649.0113004189157,664.2274193668964,670.6836037044992,641.0382350315014,674.9586277374362,649.701356401483,647.6035511482017,637.8723332962148,644.2446953028885,670.1483074986081,638.7437505659465,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,646.6746474016298,659.3132965683687,640.9933432223954,673.4160884611574,127000,648.2433111058588,685.8651744288768,639.4803994233371,682.071370297742,681.5237807830476,646.1054240053511,647.6776462363587,654.8117249334259,659.1677055831358,652.8115897202329,664.2865411258326,649.0113004189157,664.2274193668964,670.6836037044992,641.0382350315014,674.9586277374362,649.701356401483,647.6035511482017,637.8723332962148,644.2446953028885,670.1483074986081,638.7437505659465,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,646.6746474016298,659.3132965683687,640.9933432223954,673.4160884611574,128000,648.2433111058588,685.8651744288768,639.4803994233371,682.071370297742,681.5237807830476,646.1054240053511,647.6776462363587,654.8117249334259,659.1677055831358,652.8115897202329,664.2865411258326,649.0113004189157,664.2274193668964,670.6836037044992,641.0382350315014,674.9586277374362,649.701356401483,647.6035511482017,637.8723332962148,644.2446953028885,670.1483074986081,638.7437505659465,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,646.6746474016298,659.3132965683687,641.0382350315014,673.4160884611574,129000,648.2433111058588,685.8651744288768,640.9933432223954,682.071370297742,681.5237807830476,646.1054240053511,647.6776462363587,654.8117249334259,659.1677055831358,652.8115897202329,664.2865411258326,649.0113004189157,664.2274193668964,670.6836037044992,644.2446953028885,674.9586277374362,649.701356401483,647.6035511482017,638.7437505659465,644.6399579087284,670.1483074986081,639.4803994233371,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,646.6746474016298,659.3132965683687,641.0382350315014,673.4160884611574,130000,648.2433111058588,685.8651744288768,640.9933432223954,682.071370297742,681.5237807830476,646.1054240053511,647.6776462363587,654.8117249334259,659.1677055831358,652.8115897202329,664.2865411258326,649.0113004189157,664.2274193668964,670.6836037044992,644.2446953028885,674.9586277374362,649.701356401483,647.6035511482017,638.7437505659465,644.6399579087284,670.1483074986081,639.4803994233371,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,646.6746474016298,659.3132965683687,641.0382350315014,673.4160884611574,131000,648.2433111058588,685.8651744288768,640.9933432223954,682.071370297742,681.5237807830476,646.1054240053511,647.6776462363587,654.8117249334259,659.1677055831358,652.8115897202329,664.2865411258326,649.0113004189157,664.2274193668964,670.6836037044992,644.2446953028885,674.9586277374362,649.701356401483,647.6035511482017,638.7437505659465,644.6399579087284,670.1483074986081,639.4803994233371,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,647.6035511482017,659.3132965683687,644.2446953028885,673.4160884611574,132000,649.0113004189157,685.8651744288768,641.0382350315014,682.071370297742,681.5237807830476,646.6746474016298,648.2433111058588,654.8117249334259,659.1677055831358,654.0058860823335,664.2865411258326,649.701356401483,664.2274193668964,670.6836037044992,644.6399579087284,674.9586277374362,652.8115897202329,647.6776462363587,639.4803994233371,646.1054240053511,670.1483074986081,640.9933432223954,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,647.6035511482017,659.3132965683687,644.2446953028885,673.4160884611574,133000,649.0113004189157,685.8651744288768,641.0382350315014,682.071370297742,681.5237807830476,646.6746474016298,648.2433111058588,654.8117249334259,659.1677055831358,654.0058860823335,664.2865411258326,649.701356401483,664.2274193668964,670.6836037044992,644.6399579087284,674.9586277374362,652.8115897202329,647.6776462363587,639.4803994233371,646.1054240053511,670.1483074986081,640.9933432223954,670.4164014821614
654.7878353156469,685.4163838833013,658.8061221645444,647.6035511482017,659.3132965683687,644.2446953028885,673.4160884611574,134000,649.0113004189157,685.8651744288768,641.0382350315014,682.071370297742,681.5237807830476,646.6746474016298,648.2433111058588,654.8117249334259,659.1677055831358,654.0058860823335,664.2865411258326,649.701356401483,664.2274193668964,670.6836037044992,644.6399579087284,674.9586277374362,652.8115897202329,647.6776462363587,639.4803994233371,646.1054240053511,670.1483074986081,640.9933432223954,670.4164014821614
654.8117249334259,685.4163838833013,659.1677055831358,647.6776462363587,664.2274193668964,644.6399579087284,674.9586277374362,135000,649.701356401483,685.8651744288768,644.2446953028885,682.071370297742,681.5237807830476,647.6035511482017,649.0113004189157,658.8061221645444,659.3132965683687,654.7878353156469,670.1483074986081,652.8115897202329,664.2865411258326,673.4160884611574,646.1054240053511,681.3081337159747,654.0058860823335,648.2433111058588,640.9933432223954,646.6746474016298,670.4164014821614,641.0382350315014,670.6836037044992
654.8117249334259,685.4163838833013,659.1677055831358,647.6776462363587,664.2274193668964,644.6399579087284,674.9586277374362,136000,649.701356401483,685.8651744288768,644.2446953028885,682.071370297742,681.5237807830476,647.6035511482017,649.0113004189157,658.8061221645444,659.3132965683687,654.7878353156469,670.1483074986081,652.8115897202329,664.2865411258326,673.4160884611574,646.1054240053511,681.3081337159747,654.0058860823335,648.2433111058588,640.9933432223954,646.6746474016298,670.4164014821614,641.0382350315014,670.6836037044992
654.8117249334259,685.4163838833013,659.1677055831358,647.6776462363587,664.2274193668964,644.6399579087284,674.9586277374362,137000,649.701356401483,685.8651744288768,644.2446953028885,682.071370297742,681.5237807830476,647.6035511482017,649.0113004189157,658.8061221645444,659.3132965683687,654.7878353156469,670.1483074986081,652.8115897202329,664.2865411258326,673.4160884611574,646.1054240053511,681.3081337159747,654.0058860823335,648.2433111058588,640.9933432223954,646.6746474016298,670.4164014821614,641.0382350315014,670.6836037044992
654.8117249334259,685.4163838833013,659.1677055831358,647.6776462363587,664.2274193668964,644.6399579087284,674.9586277374362,138000,649.701356401483,685.8651744288768,644.2446953028885,682.071370297742,681.5237807830476,647.6035511482017,649.0113004189157,658.8061221645444,659.3132965683687,654.7878353156469,670.1483074986081,652.8115897202329,664.2865411258326,673.4160884611574,646.1054240053511,681.3081337159747,654.0058860823335,648.2433111058588,640.9933432223954,646.6746474016298,670.4164014821614,641.0382350315014,670.6836037044992
